gene	accession	ref_hits	ref_agree	ref_disagree	ref_unnamed	disagreeing_refs	eggnog_status	eggnog_name	flag
flgl	GCF_000200595.1	3	2	0	1				
flgl	GCF_000242915.1	3	2	0	1				
flgl	GCF_000254135.1	3	2	0	1				
flgl	GCF_000259275.1	3	2	0	1				
flgl	GCF_000265295.1	3	2	0	1				
flgl	GCF_000420385.1	0	0	0	0				
flgl	GCF_000445475.1	3	2	0	1				
flgl	GCF_000507845.1	3	2	0	1				
flgl	GCF_000518225.1	3	2	0	1				
flgl	GCF_000568815.1	3	2	0	1				
flgl	GCF_000597725.1	3	2	0	1				
flgl	GCF_000686565.1	3	2	0	1				
flgl	GCF_000687535.1	3	2	0	1				
flgl	GCF_000736415.1	3	2	0	1				
flgl	GCF_000744435.1	1	1	0	0				
flgl	GCF_000762845.2	3	2	0	1				
flgl	GCF_000762875.2	3	2	0	1				
flgl	GCF_000763135.2	3	2	0	1				
flgl	GCF_000765805.2	3	2	0	1				
flgl	GCF_000765905.2	3	2	0	1				
flgl	GCF_000813325.1	3	2	0	1				
flgl	GCF_000816185.1	3	2	0	1				
flgl	GCF_000816305.1	3	2	0	1				
flgl	GCF_000816785.1	3	2	0	1				
flgl	GCF_001282945.1	3	2	0	1				
flgl	GCF_001283065.1	3	2	0	1				
flgl	GCF_001298465.1	3	2	0	1				
flgl	GCF_001457695.1	2	1	0	1				
flgl	GCF_001602095.1	3	2	0	1				
flgl	GCF_001687475.2	3	2	0	1				
flgl	GCF_001693335.1	3	2	0	1				
flgl	GCF_001723605.1	3	2	0	1				
flgl	GCF_001956695.1	2	1	0	1				
flgl	GCF_002021925.1	3	2	0	1				
flgl	GCF_002080395.1	3	2	0	1				
flgl	GCF_002104335.1	3	2	0	1				
flgl	GCF_002119425.1	0	0	0	0				
flgl	GCF_002139855.1	3	2	0	1				
flgl	GCF_002139875.1	3	2	0	1				
flgl	GCF_002139915.1	3	2	0	1				
flgl	GCF_002139935.1	3	2	0	1				
flgl	GCF_002238335.1	3	2	0	1				
flgl	GCF_002335445.1	3	2	0	1				
flgl	GCF_002837275.1	1	1	0	0				
flgl	GCF_003063245.1	2	2	0	0				
flgl	GCF_003063295.1	1	1	0	0				
flgl	GCF_003245365.1	3	2	0	1				
flgl	GCF_003316695.1	2	2	0	0				
flgl	GCF_003346775.1	1	1	0	0				
flgl	GCF_003346815.1	1	1	0	0				
flgl	GCF_003355515.1	2	2	0	0				
flgl	GCF_003364195.1	3	2	0	1				
flgl	GCF_003364205.1	3	2	0	1				
flgl	GCF_003364215.1	3	2	0	1				
flgl	GCF_003364255.1	3	2	0	1				
flgl	GCF_003364335.1	3	2	0	1				
flgl	GCF_003544835.1	1	1	0	0				
flgl	GCF_003544855.1	2	2	0	0				
flgl	GCF_003544935.1	1	1	0	0				
flgl	GCF_003660105.1	1	1	0	0				
flgl	GCF_003660265.1	3	2	0	1				
flgl	GCF_003660285.1	3	2	0	1				
flgl	GCF_003660395.1	3	2	0	1				
flgl	GCF_003667345.1	1	1	0	0				
flgl	GCF_003670275.1	3	2	0	1				
flgl	GCF_003752135.1	3	2	0	1				
flgl	GCF_004214795.1	2	2	0	0				
flgl	GCF_004214815.1	1	1	0	0				
flgl	GCF_004299785.2	1	1	0	0				
flgl	GCF_004323845.1	3	2	0	1				
flgl	GCF_004803795.1	3	2	0	1				
flgl	GCF_004803815.1	3	2	0	1				
flgl	GCF_005217605.1	3	2	0	1				
flgl	GCF_005406215.1	3	2	0	1				
flgl	GCF_005406225.1	3	2	0	1				
flgl	GCF_005843985.1	3	2	0	1				
flgl	GCF_006459125.1	2	1	0	1				
flgl	GCF_006864425.1	3	2	0	1				
flgl	GCF_008245005.1	3	2	0	1				
flgl	GCF_008245045.1	3	2	0	1				
flgl	GCF_008693005.1	3	2	0	1				
flgl	GCF_009068765.1	3	2	0	1				
flgl	GCF_009192995.1	3	2	0	1				
flgl	GCF_009258225.1	3	2	0	1				
flgl	GCF_011769985.2	3	2	0	1				
flgl	GCF_013177635.1	1	1	0	0				
flgl	GCF_013177655.1	3	2	0	1				
flgl	GCF_013201605.1	3	2	0	1				
flgl	GCF_013201625.1	2	1	0	1				
flgl	GCF_013201705.1	1	1	0	0				
flgl	GCF_013201725.1	1	1	0	0				
flgl	GCF_013201825.1	1	1	0	0				
flgl	GCF_013201935.1	3	3	0	0				
flgl	GCF_013283835.1	2	2	0	0				
flgl	GCF_013372105.1	3	2	0	1				
flgl	GCF_013372125.1	3	2	0	1				
flgl	GCF_013372145.1	3	2	0	1				
flgl	GCF_013372185.1	3	2	0	1				
flgl	GCF_013372205.1	3	2	0	1				
flgl	GCF_013372265.1	1	1	0	0				
flgl	GCF_014253065.1	3	2	0	1				
flgl	GCF_014466985.1	0	0	0	0				
flgl	GCF_014905095.1	3	2	0	1				
flgl	GCF_014905115.1	3	2	0	1				
flgl	GCF_014905135.1	3	2	0	1				
flgl	GCF_015100395.1	2	1	0	1				
flgl	GCF_015265455.1	3	2	0	1				
flgl	GCF_015265475.1	3	2	0	1				
flgl	GCF_016106035.1	1	1	0	0				
flgl	GCF_016593255.1	3	2	0	1				
flgl	GCF_016806695.1	3	2	0	1				
flgl	GCF_016937535.1	3	2	0	1				
flgl	GCF_017357825.1	3	2	0	1				
flgl	GCF_017979425.1	3	2	0	1				
flgl	GCF_017979475.1	3	2	0	1				
flgl	GCF_018145655.1	3	2	0	1				
flgl	GCF_019711685.1	3	2	0	1				
flgl	GCF_021300615.1	3	2	0	1				
flgl	GCF_021300655.1	3	2	0	1				
flgl	GCF_023646285.1	3	2	0	1				
flgl	GCF_024267655.1	2	1	0	1				
flgl	GCF_025770725.1	3	2	0	1				
flgl	GCF_026000295.1	3	2	0	1				
flgl	GCF_027859255.1	3	2	0	1				
flgl	GCF_027943725.1	1	1	0	0				
flgl	GCF_027946175.1	4	3	0	1				
flgl	GCF_028649595.1	3	2	0	1				
flgl	GCF_028751035.1	3	2	0	1				
flgl	GCF_030249845.1	3	2	0	1				
flgl	GCF_030296055.1	3	2	0	1				
flgl	GCF_900115615.1	3	2	0	1				
flgl	GCF_900187115.1	0	0	0	0				
flgl	GCF_900461455.1	3	2	0	1				
flgl	GCF_900475935.1	3	2	0	1				
flgl	GCF_900476215.1	3	2	0	1				
flgl	GCF_900637395.1	3	2	0	1				
flgl	GCF_905120465.1	3	2	0	1				
flgl	GCF_905120475.1	3	2	0	1				
flgr	GCF_000012965.1	2	1	0	1				
flgr	GCF_000024885.1	3	1	0	2				
flgr	GCF_000147355.1	3	1	0	2				
flgr	GCF_000162575.1	3	1	0	2				
flgr	GCF_000183725.1	3	1	0	2				
flgr	GCF_000196135.1	3	1	0	2				
flgr	GCF_000200595.1	3	1	0	2				
flgr	GCF_000242915.1	4	1	0	3				
flgr	GCF_000254135.1	3	1	0	2				
flgr	GCF_000259275.1	3	1	0	2				
flgr	GCF_000265295.1	3	1	0	2				
flgr	GCF_000445475.1	3	1	0	2				
flgr	GCF_000507845.1	3	1	0	2				
flgr	GCF_000518225.1	3	1	0	2				
flgr	GCF_000568815.1	3	1	0	2				
flgr	GCF_000597725.1	3	1	0	2				
flgr	GCF_000686565.1	3	1	0	2				
flgr	GCF_000687535.1	3	1	0	2				
flgr	GCF_000736415.1	3	1	0	2				
flgr	GCF_000762845.2	3	1	0	2				
flgr	GCF_000762875.2	3	1	0	2				
flgr	GCF_000763135.2	3	1	0	2				
flgr	GCF_000765805.2	3	1	0	2				
flgr	GCF_000765905.2	3	1	0	2				
flgr	GCF_000813325.1	3	1	0	2				
flgr	GCF_000816185.1	3	1	0	2				
flgr	GCF_000816305.1	3	1	0	2				
flgr	GCF_000816785.1	3	1	0	2				
flgr	GCF_001282945.1	3	1	0	2				
flgr	GCF_001283065.1	3	1	0	2				
flgr	GCF_001298465.1	3	1	0	2				
flgr	GCF_001457695.1	2	0	0	2				
flgr	GCF_001602095.1	3	1	0	2				
flgr	GCF_001687475.2	3	1	0	2				
flgr	GCF_001693335.1	3	1	0	2				
flgr	GCF_001723605.1	3	1	0	2				
flgr	GCF_002021925.1	3	1	0	2				
flgr	GCF_002080395.1	3	1	0	2				
flgr	GCF_002104335.1	4	1	0	3				
flgr	GCF_002139855.1	3	1	0	2				
flgr	GCF_002139875.1	3	1	0	2				
flgr	GCF_002139915.1	3	1	0	2				
flgr	GCF_002139935.1	3	1	0	2				
flgr	GCF_002238335.1	3	1	0	2				
flgr	GCF_003245365.1	3	1	0	2				
flgr	GCF_003364195.1	4	1	0	3				
flgr	GCF_003364205.1	3	1	0	2				
flgr	GCF_003364215.1	3	1	0	2				
flgr	GCF_003364255.1	3	1	0	2				
flgr	GCF_003364335.1	3	1	0	2				
flgr	GCF_003660265.1	3	1	0	2				
flgr	GCF_003660285.1	3	1	0	2				
flgr	GCF_003660395.1	3	1	0	2				
flgr	GCF_003670275.1	3	1	0	2				
flgr	GCF_004323845.1	3	1	0	2				
flgr	GCF_004803795.1	3	1	0	2				
flgr	GCF_004803815.1	3	1	0	2				
flgr	GCF_005217605.1	3	1	0	2				
flgr	GCF_005406215.1	3	1	0	2				
flgr	GCF_005406225.1	3	1	0	2				
flgr	GCF_006864425.1	3	1	0	2				
flgr	GCF_008245005.1	3	1	0	2				
flgr	GCF_008245045.1	3	1	0	2				
flgr	GCF_008693005.1	3	1	0	2				
flgr	GCF_009068765.1	3	1	0	2				
flgr	GCF_009192995.1	3	1	0	2				
flgr	GCF_009258225.1	3	1	0	2				
flgr	GCF_011769985.2	3	1	0	2				
flgr	GCF_013177655.1	3	1	0	2				
flgr	GCF_013201605.1	3	1	0	2				
flgr	GCF_013372105.1	3	1	0	2				
flgr	GCF_013372125.1	3	1	0	2				
flgr	GCF_013372145.1	3	1	0	2				
flgr	GCF_013372185.1	3	1	0	2				
flgr	GCF_013372205.1	3	1	0	2				
flgr	GCF_014253065.1	3	1	0	2				
flgr	GCF_014905095.1	3	1	0	2				
flgr	GCF_014905115.1	3	1	0	2				
flgr	GCF_014905135.1	3	1	0	2				
flgr	GCF_015265475.1	3	1	0	2				
flgr	GCF_016593255.1	3	1	0	2				
flgr	GCF_016806695.1	3	1	0	2				
flgr	GCF_016937535.1	3	1	0	2				
flgr	GCF_017357825.1	3	1	0	2				
flgr	GCF_017979425.1	3	1	0	2				
flgr	GCF_018145655.1	3	1	0	2				
flgr	GCF_019711685.1	3	1	0	2				
flgr	GCF_021300615.1	3	1	0	2				
flgr	GCF_021300655.1	3	1	0	2				
flgr	GCF_023646285.1	3	1	0	2				
flgr	GCF_025770725.1	3	1	0	2				
flgr	GCF_026000295.1	3	1	0	2				
flgr	GCF_027859255.1	3	1	0	2				
flgr	GCF_028649595.1	3	1	0	2				
flgr	GCF_028751035.1	3	1	0	2				
flgr	GCF_030249845.1	3	1	0	2				
flgr	GCF_030296055.1	4	1	0	3				
flgr	GCF_900115615.1	4	1	0	3				
flgr	GCF_900461455.1	3	1	0	2				
flgr	GCF_900475935.1	3	1	0	2				
flgr	GCF_900476215.1	3	1	0	2				
flgr	GCF_900637395.1	3	1	0	2				
flgr	GCF_905120465.1	3	1	0	2				
flgr	GCF_905120475.1	3	1	0	2				
flgs	GCF_000012965.1	4	2	0	2				
flgs	GCF_000024885.1	5	2	0	3				
flgs	GCF_000147355.1	5	2	0	3				
flgs	GCF_000155475.1	5	2	0	3				
flgs	GCF_000162575.1	5	2	0	3				
flgs	GCF_000183725.1	5	2	0	3				
flgs	GCF_000196135.1	5	2	0	3				
flgs	GCF_000200595.1	5	2	0	3				
flgs	GCF_000242915.1	5	2	0	3				
flgs	GCF_000254135.1	5	2	0	3				
flgs	GCF_000259275.1	5	2	0	3				
flgs	GCF_000265295.1	5	2	0	3				
flgs	GCF_000445475.1	5	2	0	3				
flgs	GCF_000507845.1	5	2	0	3				
flgs	GCF_000518225.1	5	2	0	3				
flgs	GCF_000568815.1	5	2	0	3				
flgs	GCF_000597725.1	5	2	0	3				
flgs	GCF_000686565.1	5	2	0	3				
flgs	GCF_000687535.1	5	2	0	3				
flgs	GCF_000736415.1	5	2	0	3				
flgs	GCF_000762845.2	5	2	0	3				
flgs	GCF_000762875.2	5	2	0	3				
flgs	GCF_000763135.2	5	2	0	3				
flgs	GCF_000765805.2	5	2	0	3				
flgs	GCF_000765905.2	5	2	0	3				
flgs	GCF_000813325.1	5	2	0	3				
flgs	GCF_000816185.1	5	2	0	3				
flgs	GCF_000816305.1	5	2	0	3				
flgs	GCF_000816785.1	5	2	0	3				
flgs	GCF_001282945.1	5	2	0	3				
flgs	GCF_001283065.1	5	2	0	3				
flgs	GCF_001298465.1	5	2	0	3				
flgs	GCF_001457695.1	4	1	0	3				
flgs	GCF_001602095.1	5	2	0	3				
flgs	GCF_001687475.2	5	2	0	3				
flgs	GCF_001693335.1	5	2	0	3				
flgs	GCF_001723605.1	5	2	0	3				
flgs	GCF_002021925.1	5	2	0	3				
flgs	GCF_002080395.1	5	2	0	3				
flgs	GCF_002104335.1	5	2	0	3				
flgs	GCF_002139855.1	5	2	0	3				
flgs	GCF_002139875.1	5	2	0	3				
flgs	GCF_002139915.1	5	2	0	3				
flgs	GCF_002139935.1	5	2	0	3				
flgs	GCF_002238335.1	5	2	0	3				
flgs	GCF_003245365.1	5	2	0	3				
flgs	GCF_003364195.1	5	2	0	3				
flgs	GCF_003364205.1	5	2	0	3				
flgs	GCF_003364215.1	5	2	0	3				
flgs	GCF_003364255.1	5	2	0	3				
flgs	GCF_003364335.1	5	2	0	3				
flgs	GCF_003660265.1	5	2	0	3				
flgs	GCF_003660285.1	5	2	0	3				
flgs	GCF_003660395.1	5	2	0	3				
flgs	GCF_003670275.1	5	2	0	3				
flgs	GCF_004323845.1	5	2	0	3				
flgs	GCF_004803795.1	5	2	0	3				
flgs	GCF_005217605.1	5	2	0	3				
flgs	GCF_005406215.1	5	2	0	3				
flgs	GCF_005406225.1	5	2	0	3				
flgs	GCF_006864425.1	5	2	0	3				
flgs	GCF_008245005.1	5	2	0	3				
flgs	GCF_008245045.1	5	2	0	3				
flgs	GCF_008693005.1	5	2	0	3				
flgs	GCF_009068765.1	5	2	0	3				
flgs	GCF_009192995.1	5	2	0	3				
flgs	GCF_009258225.1	5	2	0	3				
flgs	GCF_011769985.2	5	2	0	3				
flgs	GCF_013201605.1	5	2	0	3				
flgs	GCF_013372105.1	5	2	0	3				
flgs	GCF_013372125.1	5	2	0	3				
flgs	GCF_013372145.1	5	2	0	3				
flgs	GCF_013372185.1	5	2	0	3				
flgs	GCF_013372205.1	5	2	0	3				
flgs	GCF_014253065.1	5	2	0	3				
flgs	GCF_014905095.1	5	2	0	3				
flgs	GCF_014905115.1	5	2	0	3				
flgs	GCF_014905135.1	5	2	0	3				
flgs	GCF_015265455.1	5	2	0	3				
flgs	GCF_015265475.1	5	2	0	3				
flgs	GCF_016593255.1	5	2	0	3				
flgs	GCF_016806695.1	5	2	0	3				
flgs	GCF_016937535.1	5	2	0	3				
flgs	GCF_017357825.1	5	2	0	3				
flgs	GCF_017979425.1	5	2	0	3				
flgs	GCF_017979475.1	5	2	0	3				
flgs	GCF_018145655.1	5	2	0	3				
flgs	GCF_019711685.1	5	2	0	3				
flgs	GCF_021300615.1	5	2	0	3				
flgs	GCF_021300655.1	5	2	0	3				
flgs	GCF_023646285.1	5	2	0	3				
flgs	GCF_025770725.1	5	2	0	3				
flgs	GCF_027859255.1	5	2	0	3				
flgs	GCF_028649595.1	5	2	0	3				
flgs	GCF_028751035.1	5	2	0	3				
flgs	GCF_900115615.1	5	2	0	3				
flgs	GCF_900461455.1	5	2	0	3				
flgs	GCF_900475935.1	5	2	0	3				
flgs	GCF_900476215.1	5	2	0	3				
flgs	GCF_900478295.1	4	1	0	3				
flgs	GCF_900637395.1	5	2	0	3				
flgs	GCF_905120465.1	5	2	0	3				
flgs	GCF_905120475.1	5	2	0	3				
flha	GCF_000012965.1	4	4	0	0				
flha	GCF_000021725.1	4	4	0	0				
flha	GCF_000024885.1	5	5	0	0				
flha	GCF_000092245.1	5	5	0	0				
flha	GCF_000147355.1	5	5	0	0				
flha	GCF_000155475.1	5	5	0	0				
flha	GCF_000162575.1	5	5	0	0				
flha	GCF_000183725.1	5	5	0	0				
flha	GCF_000194135.1	5	5	0	0				
flha	GCF_000196135.1	5	5	0	0				
flha	GCF_000200595.1	5	5	0	0				
flha	GCF_000242915.1	5	5	0	0				
flha	GCF_000254135.1	5	5	0	0				
flha	GCF_000259275.1	5	5	0	0				
flha	GCF_000265295.1	5	5	0	0				
flha	GCF_000420385.1	5	5	0	0				
flha	GCF_000445475.1	5	5	0	0				
flha	GCF_000507845.1	5	5	0	0				
flha	GCF_000518225.1	5	5	0	0				
flha	GCF_000568815.1	5	5	0	0				
flha	GCF_000597725.1	5	5	0	0				
flha	GCF_000686565.1	5	5	0	0				
flha	GCF_000687535.1	5	5	0	0				
flha	GCF_000736415.1	5	5	0	0				
flha	GCF_000744435.1	5	5	0	0				
flha	GCF_000762845.2	5	5	0	0				
flha	GCF_000762875.2	5	5	0	0				
flha	GCF_000763135.2	5	5	0	0				
flha	GCF_000765805.2	5	5	0	0				
flha	GCF_000765905.2	5	5	0	0				
flha	GCF_000813325.1	5	5	0	0				
flha	GCF_000816185.1	5	5	0	0				
flha	GCF_000816305.1	5	5	0	0				
flha	GCF_000816785.1	5	5	0	0				
flha	GCF_001282945.1	5	5	0	0				
flha	GCF_001283065.1	5	5	0	0				
flha	GCF_001298465.1	5	5	0	0				
flha	GCF_001457695.1	4	4	0	0				
flha	GCF_001602095.1	5	5	0	0				
flha	GCF_001687475.2	5	5	0	0				
flha	GCF_001693335.1	5	5	0	0				
flha	GCF_001723605.1	5	5	0	0				
flha	GCF_001956695.1	5	5	0	0				
flha	GCF_002021925.1	5	5	0	0				
flha	GCF_002080395.1	5	5	0	0				
flha	GCF_002104335.1	5	5	0	0				
flha	GCF_002119425.1	5	5	0	0				
flha	GCF_002139855.1	5	5	0	0				
flha	GCF_002139875.1	5	5	0	0				
flha	GCF_002139915.1	5	5	0	0				
flha	GCF_002139935.1	5	5	0	0				
flha	GCF_002238335.1	5	5	0	0				
flha	GCF_002335445.1	5	5	0	0				
flha	GCF_002837275.1	5	5	0	0				
flha	GCF_003063245.1	5	5	0	0				
flha	GCF_003063295.1	5	5	0	0				
flha	GCF_003245365.1	5	5	0	0				
flha	GCF_003316695.1	5	5	0	0				
flha	GCF_003346775.1	5	5	0	0				
flha	GCF_003346815.1	5	5	0	0				
flha	GCF_003355515.1	5	5	0	0				
flha	GCF_003364195.1	5	5	0	0				
flha	GCF_003364205.1	5	5	0	0				
flha	GCF_003364215.1	5	5	0	0				
flha	GCF_003364255.1	5	5	0	0				
flha	GCF_003364335.1	5	5	0	0				
flha	GCF_003544835.1	5	5	0	0				
flha	GCF_003544855.1	5	5	0	0				
flha	GCF_003544935.1	5	5	0	0				
flha	GCF_003660105.1	5	5	0	0				
flha	GCF_003660265.1	5	5	0	0				
flha	GCF_003660285.1	5	5	0	0				
flha	GCF_003660395.1	5	5	0	0				
flha	GCF_003667345.1	5	5	0	0				
flha	GCF_003670275.1	5	5	0	0				
flha	GCF_003752135.1	5	5	0	0				
flha	GCF_004214795.1	5	5	0	0				
flha	GCF_004214815.1	5	5	0	0				
flha	GCF_004299785.2	5	5	0	0				
flha	GCF_004323845.1	5	5	0	0				
flha	GCF_004803795.1	5	5	0	0				
flha	GCF_004803815.1	5	5	0	0				
flha	GCF_005217605.1	5	5	0	0				
flha	GCF_005406215.1	5	5	0	0				
flha	GCF_005406225.1	5	5	0	0				
flha	GCF_005843985.1	5	5	0	0				
flha	GCF_006459125.1	5	5	0	0				
flha	GCF_006864425.1	5	5	0	0				
flha	GCF_008245005.1	5	5	0	0				
flha	GCF_008245045.1	5	5	0	0				
flha	GCF_008693005.1	5	5	0	0				
flha	GCF_009068765.1	5	5	0	0				
flha	GCF_009192995.1	5	5	0	0				
flha	GCF_009258225.1	5	5	0	0				
flha	GCF_011769985.2	5	5	0	0				
flha	GCF_013177635.1	5	5	0	0				
flha	GCF_013177655.1	5	5	0	0				
flha	GCF_013201605.1	5	5	0	0				
flha	GCF_013201625.1	5	5	0	0				
flha	GCF_013201705.1	5	5	0	0				
flha	GCF_013201725.1	5	5	0	0				
flha	GCF_013201825.1	5	5	0	0				
flha	GCF_013201935.1	5	5	0	0				
flha	GCF_013283835.1	5	5	0	0				
flha	GCF_013372105.1	5	5	0	0				
flha	GCF_013372125.1	5	5	0	0				
flha	GCF_013372145.1	5	5	0	0				
flha	GCF_013372185.1	5	5	0	0				
flha	GCF_013372205.1	5	5	0	0				
flha	GCF_013372265.1	5	5	0	0				
flha	GCF_014253065.1	5	5	0	0				
flha	GCF_014466985.1	5	5	0	0				
flha	GCF_014905095.1	5	5	0	0				
flha	GCF_014905135.1	5	5	0	0				
flha	GCF_015100395.1	5	5	0	0				
flha	GCF_015265455.1	5	5	0	0				
flha	GCF_015265475.1	5	5	0	0				
flha	GCF_016106035.1	5	5	0	0				
flha	GCF_016593255.1	5	5	0	0				
flha	GCF_016937535.1	5	5	0	0				
flha	GCF_017357825.1	5	5	0	0				
flha	GCF_017979425.1	5	5	0	0				
flha	GCF_017979475.1	5	5	0	0				
flha	GCF_018145655.1	5	5	0	0				
flha	GCF_019711685.1	5	5	0	0				
flha	GCF_021300615.1	5	5	0	0				
flha	GCF_021300655.1	5	5	0	0				
flha	GCF_023646285.1	5	5	0	0				
flha	GCF_024267655.1	5	5	0	0				
flha	GCF_025770725.1	5	5	0	0				
flha	GCF_026000295.1	5	5	0	0				
flha	GCF_027859255.1	5	5	0	0				
flha	GCF_027943725.1	5	5	0	0				
flha	GCF_027946175.1	5	5	0	0				
flha	GCF_028649595.1	5	5	0	0				
flha	GCF_028751035.1	5	5	0	0				
flha	GCF_030249845.1	5	5	0	0				
flha	GCF_030296055.1	5	5	0	0				
flha	GCF_900115615.1	5	5	0	0				
flha	GCF_900187115.1	4	4	0	0				
flha	GCF_900461455.1	5	5	0	0				
flha	GCF_900475935.1	5	5	0	0				
flha	GCF_900476215.1	5	5	0	0				
flha	GCF_900478295.1	4	4	0	0				
flha	GCF_900637395.1	5	5	0	0				
flha	GCF_905120465.1	5	5	0	0				
flha	GCF_905120475.1	5	5	0	0				
flhb	GCF_000012965.1	4	4	0	0				
flhb	GCF_000021725.1	4	4	0	0				
flhb	GCF_000024885.1	5	5	0	0				
flhb	GCF_000092245.1	5	5	0	0				
flhb	GCF_000147355.1	5	5	0	0				
flhb	GCF_000155475.1	5	5	0	0				
flhb	GCF_000162575.1	5	5	0	0				
flhb	GCF_000183725.1	5	5	0	0				
flhb	GCF_000194135.1	5	5	0	0				
flhb	GCF_000196135.1	5	5	0	0				
flhb	GCF_000200595.1	5	5	0	0				
flhb	GCF_000242915.1	5	5	0	0				
flhb	GCF_000254135.1	5	5	0	0				
flhb	GCF_000259275.1	5	5	0	0				
flhb	GCF_000265295.1	5	5	0	0				
flhb	GCF_000420385.1	5	5	0	0				
flhb	GCF_000445475.1	5	5	0	0				
flhb	GCF_000507845.1	5	5	0	0				
flhb	GCF_000518225.1	5	5	0	0				
flhb	GCF_000568815.1	5	5	0	0				
flhb	GCF_000597725.1	5	5	0	0				
flhb	GCF_000686565.1	5	5	0	0				
flhb	GCF_000687535.1	5	5	0	0				
flhb	GCF_000736415.1	5	5	0	0				
flhb	GCF_000744435.1	5	5	0	0				
flhb	GCF_000762845.2	5	5	0	0				
flhb	GCF_000762875.2	5	5	0	0				
flhb	GCF_000763135.2	5	5	0	0				
flhb	GCF_000765805.2	5	5	0	0				
flhb	GCF_000765905.2	5	5	0	0				
flhb	GCF_000813325.1	5	5	0	0				
flhb	GCF_000816185.1	5	5	0	0				
flhb	GCF_000816305.1	5	5	0	0				
flhb	GCF_000816785.1	5	5	0	0				
flhb	GCF_001282945.1	5	5	0	0				
flhb	GCF_001283065.1	5	5	0	0				
flhb	GCF_001298465.1	5	5	0	0				
flhb	GCF_001457695.1	4	4	0	0				
flhb	GCF_001602095.1	5	5	0	0				
flhb	GCF_001687475.2	5	5	0	0				
flhb	GCF_001693335.1	5	5	0	0				
flhb	GCF_001723605.1	5	5	0	0				
flhb	GCF_001956695.1	5	5	0	0				
flhb	GCF_002021925.1	5	5	0	0				
flhb	GCF_002080395.1	5	5	0	0				
flhb	GCF_002104335.1	5	5	0	0				
flhb	GCF_002119425.1	5	5	0	0				
flhb	GCF_002139855.1	5	5	0	0				
flhb	GCF_002139875.1	5	5	0	0				
flhb	GCF_002139915.1	5	5	0	0				
flhb	GCF_002139935.1	5	5	0	0				
flhb	GCF_002238335.1	5	5	0	0				
flhb	GCF_002335445.1	5	5	0	0				
flhb	GCF_002837275.1	5	5	0	0				
flhb	GCF_003063245.1	5	5	0	0				
flhb	GCF_003063295.1	5	5	0	0				
flhb	GCF_003245365.1	5	5	0	0				
flhb	GCF_003316695.1	5	5	0	0				
flhb	GCF_003346775.1	5	5	0	0				
flhb	GCF_003346815.1	5	5	0	0				
flhb	GCF_003355515.1	5	5	0	0				
flhb	GCF_003364195.1	5	5	0	0				
flhb	GCF_003364205.1	5	5	0	0				
flhb	GCF_003364215.1	5	5	0	0				
flhb	GCF_003364255.1	5	5	0	0				
flhb	GCF_003364335.1	5	5	0	0				
flhb	GCF_003544835.1	5	5	0	0				
flhb	GCF_003544855.1	5	5	0	0				
flhb	GCF_003544935.1	5	5	0	0				
flhb	GCF_003660105.1	5	5	0	0				
flhb	GCF_003660285.1	5	5	0	0				
flhb	GCF_003660395.1	5	5	0	0				
flhb	GCF_003667345.1	5	5	0	0				
flhb	GCF_003670275.1	5	5	0	0				
flhb	GCF_003752135.1	5	5	0	0				
flhb	GCF_004214795.1	5	5	0	0				
flhb	GCF_004214815.1	5	5	0	0				
flhb	GCF_004299785.2	5	5	0	0				
flhb	GCF_004323845.1	5	5	0	0				
flhb	GCF_004803795.1	5	5	0	0				
flhb	GCF_004803815.1	5	5	0	0				
flhb	GCF_005217605.1	5	5	0	0				
flhb	GCF_005406215.1	5	5	0	0				
flhb	GCF_005406225.1	5	5	0	0				
flhb	GCF_005843985.1	5	5	0	0				
flhb	GCF_006459125.1	5	5	0	0				
flhb	GCF_006864425.1	5	5	0	0				
flhb	GCF_008245005.1	5	5	0	0				
flhb	GCF_008245045.1	5	5	0	0				
flhb	GCF_008693005.1	5	5	0	0				
flhb	GCF_009068765.1	5	5	0	0				
flhb	GCF_009192995.1	5	5	0	0				
flhb	GCF_009258225.1	5	5	0	0				
flhb	GCF_011769985.2	5	5	0	0				
flhb	GCF_013177635.1	5	5	0	0				
flhb	GCF_013177655.1	5	5	0	0				
flhb	GCF_013201605.1	5	5	0	0				
flhb	GCF_013201625.1	5	5	0	0				
flhb	GCF_013201705.1	5	5	0	0				
flhb	GCF_013201725.1	5	5	0	0				
flhb	GCF_013201825.1	5	5	0	0				
flhb	GCF_013201935.1	5	5	0	0				
flhb	GCF_013283835.1	5	5	0	0				
flhb	GCF_013372105.1	5	5	0	0				
flhb	GCF_013372125.1	5	5	0	0				
flhb	GCF_013372145.1	5	5	0	0				
flhb	GCF_013372185.1	5	5	0	0				
flhb	GCF_013372205.1	5	5	0	0				
flhb	GCF_013372265.1	5	5	0	0				
flhb	GCF_014253065.1	5	5	0	0				
flhb	GCF_014466985.1	5	5	0	0				
flhb	GCF_014905095.1	5	5	0	0				
flhb	GCF_014905115.1	5	5	0	0				
flhb	GCF_014905135.1	5	5	0	0				
flhb	GCF_015100395.1	5	5	0	0				
flhb	GCF_015265455.1	5	5	0	0				
flhb	GCF_015265475.1	5	5	0	0				
flhb	GCF_016106035.1	5	5	0	0				
flhb	GCF_016593255.1	5	5	0	0				
flhb	GCF_016806695.1	5	5	0	0				
