tree	n_sites	ufboot	group_size	gtdb_span	n_gtdb_branches_contradicted	min_gcf_conflicting	recurrence	also_in	organisms	gtdb_extra	accessions
flid	590	98.0	3	5	2	6.06	3	flgg,flii	Helicobacter bilis; Helicobacter muridarum; Helicobacter trogontum	Helicobacter saguini; Helicobacter didelphidarum	GCF_000686565.1,GCF_000765805.2,GCF_000765905.2
flgi	260	97.0	2	4	2	9.09	3	flgl,flil	Campylobacter pinnipediorum; Campylobacter gastrosuis	Campylobacter mucosalis; Campylobacter majalis	GCF_002021925.1,GCF_030249845.1
flgl	299	97.0	3	5	1	35.29	3	flgs,flif	Helicobacter japonicus; Helicobacter jaachi; Helicobacter marmotae	Helicobacter cinaedi; Helicobacter labetoulli	GCF_000762845.2,GCF_000763135.2,GCF_003364255.1
flgs	270	97.0	3	5	1	35.29	3	flgl,flif	Helicobacter japonicus; Helicobacter jaachi; Helicobacter marmotae	Helicobacter cinaedi; Helicobacter labetoulli	GCF_000762845.2,GCF_000763135.2,GCF_003364255.1
flif	501	97.0	3	5	1	35.29	3	flgl,flgs	Helicobacter japonicus; Helicobacter jaachi; Helicobacter marmotae	Helicobacter cinaedi; Helicobacter labetoulli	GCF_000762845.2,GCF_000763135.2,GCF_003364255.1
flgr	429	95.0	3	5	1	21.21	3	flgc,flia	Helicobacter enhydrae; Helicobacter brantae; Helicobacter cholecystus	Helicobacter pametensis; Helicobacter kayseriensis	GCF_001693335.1,GCF_003364205.1,GCF_003364215.1
chev	312	100.0	4	5	1	57.58	3	flgh,flip	Helicobacter cinaedi; Helicobacter japonicus; Helicobacter jaachi; Helicobacter labetoulli	Helicobacter marmotae	GCF_000155475.1,GCF_000762845.2,GCF_000763135.2,GCF_003670275.1
flha	554	100.0	3	4	1	9.09	3	flhf,flii	Sulfurospirillum multivorans; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae	Sulfurospirillum oryzae	GCF_000568815.1,GCF_001723605.1,GCF_011769985.2
flii	428	99.0	3	4	1	9.09	3	flha,flhf	Sulfurospirillum multivorans; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae	Sulfurospirillum oryzae	GCF_000568815.1,GCF_001723605.1,GCF_011769985.2
flid	590	98.0	3	4	1	None	3	flgb,flhb	Arcobacter aquimarinus; Arcobacter defluvii; Arcobacter cloacae	Arcobacter caeni	GCF_013177635.1,GCF_013201725.1,GCF_013201935.1
flhf	311	97.0	3	4	1	9.09	3	flha,flii	Sulfurospirillum multivorans; Sulfurospirillum halorespirans; Sulfurospirillum diekertiae	Sulfurospirillum oryzae	GCF_000568815.1,GCF_001723605.1,GCF_011769985.2
flgh	173	96.0	4	5	1	57.58	3	chev,flip	Helicobacter cinaedi; Helicobacter japonicus; Helicobacter jaachi; Helicobacter labetoulli	Helicobacter marmotae	GCF_000155475.1,GCF_000762845.2,GCF_000763135.2,GCF_003670275.1
flip	243	96.0	4	5	1	57.58	3	chev,flgh	Helicobacter cinaedi; Helicobacter japonicus; Helicobacter jaachi; Helicobacter labetoulli	Helicobacter marmotae	GCF_000155475.1,GCF_000762845.2,GCF_000763135.2,GCF_003670275.1
flid	590	100.0	2	14	6	0.0	2	flis	Sulfurimonas denitrificans; Sulfurimonas hongkongensis	12 genomes	GCF_000012965.1,GCF_000445475.1
flis	110	99.0	2	14	6	0.0	2	flid	Sulfurimonas denitrificans; Sulfurimonas hongkongensis	12 genomes	GCF_000012965.1,GCF_000445475.1
flgc	164	99.0	6	14	4	0.0	2	flga	Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas crateris; Sulfurimonas baltica; Sulfurimonas marisnigri	8 genomes	GCF_000012965.1,GCF_000242915.1,GCF_000445475.1,GCF_005217605.1,GCF_015265455.1,GCF_015265475.1
flga	177	97.0	6	14	4	0.0	2	flgc	Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas crateris; Sulfurimonas baltica; Sulfurimonas marisnigri	8 genomes	GCF_000012965.1,GCF_000242915.1,GCF_000445475.1,GCF_005217605.1,GCF_015265455.1,GCF_015265475.1
flip	243	100.0	3	10	2	15.15	2	fliq	Campylobacter helveticus; Campylobacter novaezeelandiae; Campylobacter upsaliensis	7 genomes	GCF_002080395.1,GCF_004323845.1,GCF_900637395.1
fliq	86	95.0	3	10	2	15.15	2	flip	Campylobacter helveticus; Campylobacter novaezeelandiae; Campylobacter upsaliensis	7 genomes	GCF_002080395.1,GCF_004323845.1,GCF_900637395.1
flgb	109	100.0	2	8	2	8.82	2	flhf	Campylobacter concisus; Campylobacter anatolicus	6 genomes	GCF_001298465.1,GCF_018145655.1
flgg	262	100.0	2	7	3	14.71	2	flis	Campylobacter insulaenigrae; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter lari	GCF_000816185.1,GCF_013372105.1
flis	110	100.0	2	7	3	14.71	2	flgg	Campylobacter insulaenigrae; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter lari	GCF_000816185.1,GCF_013372105.1
flhf	311	99.0	2	7	1	8.82	2	flgb	Campylobacter concisus; Campylobacter anatolicus	Campylobacter pinnipediorum; Campylobacter mucosalis; Campylobacter gastrosuis; Campylobacter majalis; Campylobacter suis	GCF_001298465.1,GCF_018145655.1
flia	223	99.0	3	8	2	25.81	2	flig	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis; Helicobacter suis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1
flig	341	97.0	3	8	2	25.81	2	flia	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei	Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis; Helicobacter suis	GCF_001282945.1,GCF_001283065.1,GCF_003660265.1
flig	341	97.0	3	8	3	8.82	2	flie	Helicobacter turcicus; Helicobacter ibis; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter rodentium; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	GCF_019711685.1,GCF_027859255.1,GCF_028751035.1
flie	67	96.0	3	8	3	8.82	2	flig	Helicobacter turcicus; Helicobacter ibis; Helicobacter winghamensis	Helicobacter canadensis; Helicobacter rodentium; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis	GCF_019711685.1,GCF_027859255.1,GCF_028751035.1
chev	312	100.0	3	7	1	23.53	2	flil	Campylobacter insulaenigrae; Campylobacter peloridis; Campylobacter volucris	Campylobacter subantarcticus; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	GCF_000816185.1,GCF_000816785.1,GCF_008245045.1
flgi	260	100.0	2	6	2	26.47	2	flis	Campylobacter coli; Campylobacter jejuni	Campylobacter hepaticus; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis	GCF_000254135.1,GCF_001457695.1
flil	126	98.0	3	7	1	23.53	2	chev	Campylobacter insulaenigrae; Campylobacter peloridis; Campylobacter volucris	Campylobacter subantarcticus; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	GCF_000816185.1,GCF_000816785.1,GCF_008245045.1
flis	110	98.0	2	6	2	26.47	2	flgi	Campylobacter coli; Campylobacter jejuni	Campylobacter hepaticus; Campylobacter aviculae; Campylobacter taeniopygiae; Campylobacter bilis	GCF_000254135.1,GCF_001457695.1
flig	341	100.0	2	5	3	9.09	2	flgs	Campylobacter subantarcticus; Campylobacter peloridis	Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	GCF_000816305.1,GCF_000816785.1
flgd	154	99.0	3	6	2	0.0	2	chea	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica	Sulfurimonas baltica; Sulfurimonas marisnigri; Sulfurimonas aquatica	GCF_000242915.1,GCF_000445475.1,GCF_009258225.1
chea	781	97.0	3	6	2	0.0	2	flgd	Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas lithotrophica	Sulfurimonas baltica; Sulfurimonas marisnigri; Sulfurimonas aquatica	GCF_000242915.1,GCF_000445475.1,GCF_009258225.1
flgs	270	97.0	2	5	3	9.09	2	flig	Campylobacter subantarcticus; Campylobacter peloridis	Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	GCF_000816305.1,GCF_000816785.1
chev	312	100.0	4	6	1	26.47	2	flgk	Campylobacter coli; Campylobacter jejuni; Campylobacter hepaticus; Campylobacter bilis	Campylobacter aviculae; Campylobacter taeniopygiae	GCF_000254135.1,GCF_001457695.1,GCF_001687475.2,GCF_016806695.1
flgl	299	100.0	2	4	2	18.18	2	flie	Nitrosophilus alvini; Nitrosophilus kaiyonis	Nitrosophilus labii; Nitratiruptor tergarcus	GCF_015100395.1,GCF_027943725.1
flid	590	100.0	2	4	2	18.18	2	flgk	Nitrosophilus labii; Nitrosophilus alvini	Nitrosophilus kaiyonis; Nitratiruptor tergarcus	GCF_014466985.1,GCF_015100395.1
flie	67	100.0	2	4	2	18.18	2	flgl	Nitrosophilus alvini; Nitrosophilus kaiyonis	Nitrosophilus labii; Nitratiruptor tergarcus	GCF_015100395.1,GCF_027943725.1
flig	341	100.0	3	5	2	6.06	2	flin	Helicobacter saguini; Helicobacter muridarum; Helicobacter didelphidarum	Helicobacter bilis; Helicobacter trogontum	GCF_000762875.2,GCF_000765805.2,GCF_003364195.1
flih	150	100.0	3	5	2	21.21	2	flgd	Helicobacter pametensis; Helicobacter brantae; Helicobacter kayseriensis	Helicobacter enhydrae; Helicobacter cholecystus	GCF_000518225.1,GCF_003364205.1,GCF_021300655.1
flgk	490	99.0	2	4	2	18.18	2	flid	Nitrosophilus labii; Nitrosophilus alvini	Nitrosophilus kaiyonis; Nitratiruptor tergarcus	GCF_014466985.1,GCF_015100395.1
flgb	109	98.0	2	4	1	18.18	2	flgc	Nitrosophilus alvini; Nitratiruptor tergarcus	Nitrosophilus labii; Nitrosophilus kaiyonis	GCF_015100395.1,GCF_027946175.1
flin	87	97.0	3	5	2	6.06	2	flig	Helicobacter saguini; Helicobacter muridarum; Helicobacter didelphidarum	Helicobacter bilis; Helicobacter trogontum	GCF_000762875.2,GCF_000765805.2,GCF_003364195.1
flgc	164	95.0	2	4	1	18.18	2	flgb	Nitrosophilus alvini; Nitratiruptor tergarcus	Nitrosophilus labii; Nitrosophilus kaiyonis	GCF_015100395.1,GCF_027946175.1
chev	312	100.0	2	3	1	5.88	2	flgc	Campylobacter hyointestinalis; Campylobacter fetus	Campylobacter iguaniorum	GCF_013372145.1,GCF_900475935.1
flgi	260	100.0	2	3	1	43.75	2	flis	Campylobacter rectus; Campylobacter showae	Campylobacter massiliensis	GCF_004803795.1,GCF_004803815.1
flgl	299	100.0	3	4	2	29.41	2	chev	Campylobacter porcelli; Campylobacter devanensis; Campylobacter lanienae	Campylobacter vicugnae	GCF_002139855.1,GCF_002139915.1,GCF_002139935.1
flil	126	100.0	3	4	2	29.41	2	flgb	Campylobacter porcelli; Campylobacter vicugnae; Campylobacter lanienae	Campylobacter devanensis	GCF_002139855.1,GCF_002139875.1,GCF_002139935.1
flim	303	100.0	2	3	1	70.0	2	flii	Arcobacter caeni; Arcobacter venerupis	Arcobacter suis	GCF_003063245.1,GCF_013201665.1
flis	110	100.0	2	3	1	43.75	2	flgi	Campylobacter rectus; Campylobacter showae	Campylobacter massiliensis	GCF_004803795.1,GCF_004803815.1
chev	312	99.0	3	4	2	29.41	2	flgl	Campylobacter porcelli; Campylobacter devanensis; Campylobacter lanienae	Campylobacter vicugnae	GCF_002139855.1,GCF_002139915.1,GCF_002139935.1
flgb	109	99.0	3	4	2	29.41	2	flil	Campylobacter porcelli; Campylobacter vicugnae; Campylobacter lanienae	Campylobacter devanensis	GCF_002139855.1,GCF_002139875.1,GCF_002139935.1
flgc	164	99.0	2	3	1	47.83	2	flgk	Hippea maritima; Hippea jasoniae	Hippea alviniae	GCF_000194135.1,GCF_000744435.1
flgd	154	99.0	3	4	1	21.21	2	flih	Helicobacter pametensis; Helicobacter brantae; Helicobacter kayseriensis	Helicobacter enhydrae	GCF_000518225.1,GCF_003364205.1,GCF_021300655.1
flia	223	99.0	2	3	1	80.65	2	flga	Helicobacter anseris; Helicobacter anatolicus	Helicobacter mustelae	GCF_003364335.1,GCF_021300615.1
flii	428	99.0	2	3	1	70.0	2	flim	Arcobacter caeni; Arcobacter venerupis	Arcobacter suis	GCF_003063245.1,GCF_013201665.1
flgc	164	98.0	2	3	1	5.88	2	chev	Campylobacter hyointestinalis; Campylobacter fetus	Campylobacter iguaniorum	GCF_013372145.1,GCF_900475935.1
flgk	490	98.0	4	5	1	None	2	chev	Campylobacter coli; Campylobacter jejuni; Campylobacter hepaticus; Campylobacter bilis	Campylobacter aviculae	GCF_000254135.1,GCF_001457695.1,GCF_001687475.2,GCF_016806695.1
flid	590	98.0	2	3	1	35.29	2	flis	Campylobacter porcelli; Campylobacter vicugnae	Campylobacter devanensis	GCF_002139855.1,GCF_002139875.1
flis	110	98.0	2	3	1	35.29	2	flid	Campylobacter porcelli; Campylobacter vicugnae	Campylobacter devanensis	GCF_002139855.1,GCF_002139875.1
flga	177	97.0	2	3	1	80.65	2	flia	Helicobacter anseris; Helicobacter anatolicus	Helicobacter mustelae	GCF_003364335.1,GCF_021300615.1
flgk	490	97.0	2	3	1	47.83	2	flgc	Hippea maritima; Hippea jasoniae	Hippea alviniae	GCF_000194135.1,GCF_000744435.1
flii	428	100.0	7	150	4	None	1		Hippea maritima; Hippea alviniae; Hippea jasoniae; Desulfurella amilsii; Nitrosophilus labii; Nitrosophilus kaiyonis; Nitratiruptor tergarcus	143 genomes	GCF_000194135.1,GCF_000420385.1,GCF_000744435.1,GCF_002119425.1,GCF_014466985.1,GCF_027943725.1,GCF_027946175.1
flgd	154	100.0	6	137	4	0.0	1		Hippea maritima; Hippea alviniae; Hippea jasoniae; Desulfurella amilsii; Nitrosophilus labii; Nitrosophilus kaiyonis	131 genomes	GCF_000194135.1,GCF_000420385.1,GCF_000744435.1,GCF_002119425.1,GCF_014466985.1,GCF_027943725.1
fliq	86	99.0	2	29	4	16.67	1		Arcobacter nitrofigilis; Halarcobacter ebronensis	27 genomes	GCF_000092245.1,GCF_013201825.1
flhb	302	95.0	8	33	3	0.0	1		Poseidonibacter parvus; Malaciobacter halophilus; Malaciobacter mytili; Malaciobacter marinus; Malaciobacter molluscorum; Poseidonibacter antarcticus; Poseidonibacter lekithochrous; Arcobacter roscoffensis	25 genomes	GCF_001956695.1,GCF_002837275.1,GCF_003346775.1,GCF_003544855.1,GCF_003544935.1,GCF_003667345.1,GCF_013283835.1,GCF_024267655.1
flin	87	100.0	9	33	2	0.0	1		Arcobacter nitrofigilis; Malaciobacter halophilus; Malaciobacter mytili; Halarcobacter bivalviorum; Malaciobacter marinus; Malaciobacter molluscorum; Arcobacter arenosus; Halarcobacter anaerophilus; Halarcobacter ebronensis	24 genomes	GCF_000092245.1,GCF_002837275.1,GCF_003346775.1,GCF_003346815.1,GCF_003544855.1,GCF_003544935.1,GCF_005771535.1,GCF_006459125.1,GCF_013201825.1
flii	428	99.0	5	29	1	16.67	1		Arcobacter nitrofigilis; Halarcobacter bivalviorum; Arcobacter arenosus; Halarcobacter anaerophilus; Halarcobacter ebronensis	24 genomes	GCF_000092245.1,GCF_003346815.1,GCF_005771535.1,GCF_006459125.1,GCF_013201825.1
flgg	262	98.0	3	24	3	4.17	1		Poseidonibacter parvus; Poseidonibacter antarcticus; Malaciobacter pacificus	21 genomes	GCF_001956695.1,GCF_003667345.1,GCF_004214795.1
flhb	302	98.0	11	31	1	None	1		Helicobacter cinaedi; Helicobacter pametensis; Helicobacter japonicus; Helicobacter jaachi; Helicobacter himalayensis; Helicobacter enhydrae; Helicobacter brantae; Helicobacter cholecystus; Helicobacter marmotae; Helicobacter labetoulli; Helicobacter kayseriensis	20 genomes	GCF_000155475.1,GCF_000518225.1,GCF_000762845.2,GCF_000763135.2,GCF_001602095.1,GCF_001693335.1,GCF_003364205.1,GCF_003364215.1,GCF_003364255.1,GCF_003670275.1,GCF_021300655.1
flgh	173	98.0	3	19	3	25.0	1		Arcobacter lacus; Arcobacter defluvii; Aliarcobacter butzleri	16 genomes	GCF_003063295.1,GCF_013201725.1,GCF_900187115.1
fliq	86	95.0	2	14	3	0.0	1		Sulfurimonas crateris; Sulfurimonas lithotrophica	12 genomes	GCF_005217605.1,GCF_009258225.1
flgh	173	99.0	3	14	4	0.0	1		Sulfurimonas denitrificans; Sulfurimonas baltica; Sulfurimonas marisnigri	11 genomes	GCF_000012965.1,GCF_015265455.1,GCF_015265475.1
flgb	109	98.0	3	14	2	0.0	1		Sulfurimonas denitrificans; Sulfurimonas crateris; Sulfurimonas lithotrophica	11 genomes	GCF_000012965.1,GCF_005217605.1,GCF_009258225.1
flid	590	98.0	5	16	1	31.25	1		Helicobacter macacae; Helicobacter anseris; Helicobacter canis; Helicobacter anatolicus; Helicobacter mustelae	11 genomes	GCF_000507845.1,GCF_003364335.1,GCF_008693005.1,GCF_021300615.1,GCF_900476215.1
flil	126	97.0	3	14	4	0.0	1		Sulfurimonas crateris; Sulfurimonas baltica; Sulfurimonas marisnigri	11 genomes	GCF_005217605.1,GCF_015265455.1,GCF_015265475.1
fliq	86	95.0	3	14	5	0.0	1		Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas hongkongensis	11 genomes	GCF_000012965.1,GCF_000242915.1,GCF_000445475.1
flih	150	99.0	9	19	1	58.82	1		Campylobacter insulaenigrae; Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter avium; Campylobacter troglodytis; Campylobacter volucris; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	10 genomes	GCF_000816185.1,GCF_000816305.1,GCF_000816785.1,GCF_002238335.1,GCF_006864425.1,GCF_008245045.1,GCF_013201605.1,GCF_013372105.1,GCF_013372185.1
flgr	429	95.0	3	13	3	None	1		Sulfurimonas denitrificans; Sulfurimonas crateris; Sulfurimonas marisnigri	10 genomes	GCF_000012965.1,GCF_005217605.1,GCF_015265475.1
fliy	194	95.0	2	12	4	0.0	1		Sulfurimonas marina; Sulfurimonas aquatica	10 genomes	GCF_014905095.1,GCF_017357825.1
flie	67	99.0	3	12	4	16.67	1		Arcobacter lacus; Aliarcobacter cryaerophilus; Aliarcobacter butzleri	9 genomes	GCF_003063295.1,GCF_003660105.1,GCF_900187115.1
flgl	299	96.0	5	14	4	0.0	1		Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas crateris; Sulfurimonas lithotrophica	9 genomes	GCF_000012965.1,GCF_000242915.1,GCF_000445475.1,GCF_005217605.1,GCF_009258225.1
flgg	262	99.0	4	12	1	76.47	1		Campylobacter helveticus; Campylobacter avium; Campylobacter troglodytis; Campylobacter upsaliensis	8 genomes	GCF_002080395.1,GCF_002238335.1,GCF_006864425.1,GCF_900637395.1
flag	63	95.0	6	14	5	0.0	1		Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas crateris; Sulfurimonas baltica; Sulfurimonas marisnigri; Sulfurimonas aquatica	8 genomes	GCF_000012965.1,GCF_000242915.1,GCF_005217605.1,GCF_015265455.1,GCF_015265475.1,GCF_017357825.1
flhf	311	99.0	4	11	4	0.0	1		Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas sediminis; Sulfurimonas aquatica	7 genomes	GCF_000147355.1,GCF_009068765.1,GCF_014905115.1,GCF_017357825.1
flgr	429	97.0	4	11	2	57.58	1		Campylobacter rectus; Campylobacter showae; Campylobacter curvus; Campylobacter massiliensis	7 genomes	GCF_004803795.1,GCF_004803815.1,GCF_013372125.1,GCF_014253065.1
flia	223	95.0	3	10	4	15.15	1		Campylobacter jejuni; Campylobacter helveticus; Campylobacter upsaliensis	7 genomes	GCF_001457695.1,GCF_002080395.1,GCF_900637395.1
flin	87	95.0	7	14	4	0.0	1		Sulfurimonas denitrificans; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas crateris; Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	7 genomes	GCF_000012965.1,GCF_000242915.1,GCF_000445475.1,GCF_005217605.1,GCF_009258225.1,GCF_015265455.1,GCF_015265475.1
flgs	270	100.0	3	9	2	57.58	1		Campylobacter concisus; Campylobacter rectus; Campylobacter massiliensis	6 genomes	GCF_001298465.1,GCF_004803795.1,GCF_014253065.1
flig	341	100.0	2	7	2	26.47	1		Helicobacter rodentium; Helicobacter valdiviensis	Helicobacter canadensis; Helicobacter pullorum; Helicobacter turcicus; Helicobacter colisuis; Helicobacter winghamensis	GCF_000687535.1,GCF_003245365.1
flgi	260	99.0	2	7	3	14.71	1		Campylobacter volucris; Campylobacter armoricus	Campylobacter insulaenigrae; Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter ornithocola; Campylobacter lari	GCF_008245045.1,GCF_013372105.1
flgb	109	97.0	2	7	4	9.09	1		Campylobacter volucris; Campylobacter lari	Campylobacter insulaenigrae; Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter ornithocola; Campylobacter armoricus	GCF_008245045.1,GCF_013372185.1
flgd	154	96.0	2	7	5	9.09	1		Campylobacter subantarcticus; Campylobacter volucris	Campylobacter insulaenigrae; Campylobacter peloridis; Campylobacter ornithocola; Campylobacter armoricus; Campylobacter lari	GCF_000816305.1,GCF_008245045.1
flii	428	96.0	3	8	3	18.18	1		Campylobacter hepaticus; Campylobacter cuniculorum; Campylobacter bilis	Campylobacter coli; Campylobacter jejuni; Campylobacter novaezeelandiae; Campylobacter aviculae; Campylobacter taeniopygiae	GCF_001687475.2,GCF_002104335.1,GCF_016806695.1
flgi	260	100.0	4	8	2	8.82	1		Helicobacter canadensis; Helicobacter pullorum; Helicobacter colisuis; Helicobacter ibis	Helicobacter rodentium; Helicobacter valdiviensis; Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_017979475.1,GCF_023646285.1,GCF_027859255.1
flid	590	100.0	2	6	2	9.09	1		Sulfurospirillum cavolei; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	GCF_000813325.1,GCF_025770725.1
flgc	164	99.0	3	7	3	9.09	1		Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	GCF_000813325.1,GCF_011769985.2,GCF_025770725.1
fliq	86	99.0	3	7	2	14.71	1		Campylobacter insulaenigrae; Campylobacter volucris; Campylobacter armoricus	Campylobacter subantarcticus; Campylobacter peloridis; Campylobacter ornithocola; Campylobacter lari	GCF_000816185.1,GCF_008245045.1,GCF_013372105.1
flgj	74	98.0	2	6	3	26.47	1		Campylobacter jejuni; Campylobacter taeniopygiae	Campylobacter coli; Campylobacter hepaticus; Campylobacter aviculae; Campylobacter bilis	GCF_001457695.1,GCF_005406225.1
flis	110	98.0	2	6	2	39.39	1		Sulfurimonas indica; Sulfurimonas marina	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas sediminis; Sulfurimonas paralvinellae	GCF_009192995.1,GCF_014905095.1
fliy	194	98.0	3	7	3	9.09	1		Sulfurospirillum multivorans; Sulfurospirillum cavolei; Sulfurospirillum halorespirans	Sulfurospirillum deleyianum; Sulfurospirillum barnesii; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000568815.1,GCF_000813325.1,GCF_001723605.1
flgh	173	97.0	6	10	4	15.15	1		Campylobacter coli; Campylobacter jejuni; Campylobacter hepaticus; Campylobacter helveticus; Campylobacter bilis; Campylobacter upsaliensis	Campylobacter cuniculorum; Campylobacter novaezeelandiae; Campylobacter aviculae; Campylobacter taeniopygiae	GCF_000254135.1,GCF_001457695.1,GCF_001687475.2,GCF_002080395.1,GCF_016806695.1,GCF_900637395.1
flim	303	97.0	2	6	2	39.39	1		Sulfurimonas marina; Sulfurimonas paralvinellae	Sulfurimonas autotrophica; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas sediminis	GCF_014905095.1,GCF_014905135.1
flip	243	97.0	3	7	4	9.09	1		Sulfurospirillum barnesii; Sulfurospirillum multivorans; Sulfurospirillum halorespirans	Sulfurospirillum deleyianum; Sulfurospirillum cavolei; Sulfurospirillum diekertiae; Sulfurospirillum oryzae	GCF_000265295.1,GCF_000568815.1,GCF_001723605.1
flgc	164	100.0	3	6	2	26.47	1		Campylobacter coli; Campylobacter hepaticus; Campylobacter bilis	Campylobacter jejuni; Campylobacter aviculae; Campylobacter taeniopygiae	GCF_000254135.1,GCF_001687475.2,GCF_016806695.1
flgc	164	100.0	5	8	2	25.81	1		Helicobacter felis; Helicobacter labacensis; Helicobacter vulpis; Helicobacter salomonis; Helicobacter suis	Helicobacter ailurogastricus; Helicobacter heilmannii; Helicobacter mehlei	GCF_000200595.1,GCF_003660285.1,GCF_003660395.1,GCF_017979425.1,GCF_026000295.1
flid	590	100.0	2	5	3	9.09	1		Campylobacter peloridis; Campylobacter ornithocola	Campylobacter subantarcticus; Campylobacter armoricus; Campylobacter lari	GCF_000816785.1,GCF_013201605.1
flif	501	100.0	4	7	2	8.33	1		Arcobacter caeni; Arcobacter suis; Arcobacter venerupis; Arcobacter defluvii	Arcobacter ellisii; Arcobacter aquimarinus; Arcobacter cloacae	GCF_003063245.1,GCF_003544815.1,GCF_013201665.1,GCF_013201725.1
CONCAT	None	100.0	4	7	1	8.33	1		Arcobacter ellisii; Arcobacter aquimarinus; Arcobacter defluvii; Arcobacter cloacae	Arcobacter caeni; Arcobacter suis; Arcobacter venerupis	GCF_003544915.1,GCF_013177635.1,GCF_013201725.1,GCF_013201935.1
flgd	154	99.0	2	5	3	79.41	1		Sulfurimonas hydrogeniphila; Sulfurimonas indica	Sulfurimonas autotrophica; Sulfurimonas sediminis; Sulfurimonas paralvinellae	GCF_009068765.1,GCF_009192995.1
flgh	173	99.0	5	8	1	55.88	1		Campylobacter porcelli; Campylobacter vicugnae; Campylobacter devanensis; Campylobacter lanienae; Campylobacter magnus	Campylobacter iguaniorum; Campylobacter hyointestinalis; Campylobacter fetus	GCF_002139855.1,GCF_002139875.1,GCF_002139915.1,GCF_002139935.1,GCF_028649595.1
flid	590	98.0	2	5	3	2.94	1		Sulfurimonas gotlandica; Sulfurimonas marisnigri	Sulfurimonas hongkongensis; Sulfurimonas baltica; Sulfurimonas aquatica	GCF_000242915.1,GCF_015265475.1
flgs	270	97.0	9	12	2	0.0	1		Sulfurimonas autotrophica; Sulfurimonas gotlandica; Sulfurimonas hongkongensis; Sulfurimonas hydrogeniphila; Sulfurimonas indica; Sulfurimonas marina; Sulfurimonas sediminis; Sulfurimonas paralvinellae; Sulfurimonas aquatica	Sulfurimonas lithotrophica; Sulfurimonas baltica; Sulfurimonas marisnigri	GCF_000147355.1,GCF_000242915.1,GCF_000445475.1,GCF_009068765.1,GCF_009192995.1,GCF_014905095.1,GCF_014905115.1,GCF_014905135.1,GCF_017357825.1
flia	223	97.0	5	8	2	8.82	1		Helicobacter canadensis; Helicobacter valdiviensis; Helicobacter pullorum; Helicobacter colisuis; Helicobacter ibis	Helicobacter rodentium; Helicobacter turcicus; Helicobacter winghamensis	GCF_000162575.1,GCF_003245365.1,GCF_017979475.1,GCF_023646285.1,GCF_027859255.1
